Primary key,document_id,pdf_url,original_pdf_link,experiment,question_short_name,answer,quote_1,quote_2,quote_3,quote_4,quote_5,absence_of_evidence,page_num_1,page_num_2,page_num_3,page_num_4,page_num_5,batch,classification_2,classification_1,Adherence test or train group,Prompt 1 result,Results from Prompt 1,Explicitly discusses adherence,# important quotes not from text,Are quotes enough?,Gold standard is just the quote?,Results from Prompt 2,Prompt 2 result,Collected for,explanation,notes,no_answer,direct_answer,split,need_figures,user,What analysis is the final n for?,What analysis is the final n for? quote_1,Thoughts on alternate answers,need outcome to define answer?,Study has multiple final ns,instructions_link,quote_6,quote_7,quote_8,quote_9,participant_flow_figures,"Flow diagram show clean split to arms, then same stages for each arm, and experiments are listed separately?",experiments_count,arms_count,CONSORT compliance of flow diagram,CONSORT compliance notes,done (EFD),EFD notes
171,nyqvist-218.pdf,https://github.com/brachbach/host-files/raw/main/nyqvist-218.pdf,https://www.jakobsvensson.com/uploads/9/9/1/0/99107788/aejapp-2018.pdf,door-to-door mobile Community Health Promoters,blinding_participants_explicit,"Not blinded: only treatment participants received the intervention, no placebo",At least one CHP was assigned to each cluster in the treatment group.11 No CHP was assigned to the control clusters.,,,,,True,13,,,,,16 June Surge,,Not blinded,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
157,miguel-kremer-2004.pdf,https://github.com/brachbach/host-files/raw/main/miguel-kremer-2004.pdf,https://cega.berkeley.edu/assets/cega_research_projects/1/Identifying-Impacts-on-Education-and-Health-in-the-Presence-of-Treatment-Externalities.pdf,praziquantel,blinding_participants_explicit,"Not blinded: only treatment participants received the intervention, no placebo","Following World Health Organization recommendations (WHO (1992)), schools with geohelminth prevalence over 50 percent were mass treated with albendazole every six months, and schools with schistosomiasis prevalence over 30 percent were mass treated with praziquantel annually.13 All treatment schools met the geohelminth cut-off in both 1998 and 1999. Six of twenty-five treatment schools met the schistosomiasis cut-off in 1998 and sixteen of fifty treatment schools met the cut-off in 1999.14 Medical treatment was delivered to the schools by Kenya Ministry of Health public health nurses and ICS public health officers. Following standard practice (Bundy and Guyatt (1996)), the medical protocol did not call for treating girls thirteen years of age and older due to concerns about the potential teratogenicity of the drugs (WHO (1992)).15","ICS obtained community consent in all treatment schools in 1998. A series of community and parent meetings were held in treatment schools, at which the project was described and parents who did not want their child to participate in the project were asked to inform the school headmaster.","Only five percent of comparison school pupils received medical treatment for worms independently of the program during the previous year, according to the 1999 pupil questionnaire.","Although pupils assigned to comparison schools could also potentially have transferred to treatment schools to receive deworming medical treatment through the program, there is no evidence of large asymmetric flows of pupils into treatment schools, which could bias the results (Table IV).",,False,,,,,,16 June Surge,,Not blinded,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
15,abebe-2018.pdf,https://github.com/brachbach/host-files/raw/main/abebe-2018.pdf,http://barrett.dyson.cornell.edu/NEUDC/paper_452.pdf,transport subsidy,blinding_participants_explicit,"Not blinded: only treatment participants received the intervention, no placebo","We randomly assigned geographic clusters to one of the treatment arms or the control group. To ensure balance, we created blocks of clusters with similar baseline observables and randomly assigned clusters within each block to the different treatment groups (Bruhn and McKenzie, 2009).30","Not all individuals in the clusters assigned to the transport intervention and job application workshop were offered treatment. Among those in the transport clusters, we implemented a randomised saturation design. We varied the proportion of sampled individuals who were offered treatment from 20% to 40%, 75% and 90%. In clusters assigned to the job application workshop we kept the level of saturation fixed at 80%. Having set cluster saturation levels, we assigned individuals within each cluster to a treatment or a control group. This was done by blocking individuals within clusters by their education level, and implementing a simple re-randomisation rule.",We did not inform study participants at baseline that some of them would be offered job search assistance.,,,False,,,,,,16 June Surge,,Not blinded,Test,,,,,,,20-90% of individuals in clusters assigned to transport intervention and 80% of individuals in clusters assigned to job application workshop were offered treatment.,Discuss,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
56,chakravorty-bedy-2019.pdf,https://github.com/brachbach/host-files/raw/main/chakravorty-bedy-2019.pdf,https://link.springer.com/content/pdf/10.1007/s41027-019-00167-8.pdf,DDUGKY skills training programs,blinding_participants_explicit,Not blinded: control participants were selected from individuals who didn't participate in the program,"This paper analyses the efect of a training program sponsored by the DDUGKY  on employment and earnings. While it is not based on an experiment, the empiri￾cal approach which is based on comparing participants with non participants who  expressed a desire in the scheme but did not eventually join, yields an arguably credible design.",The NGO provided a complete list of 520 individuals who had participated in its 3-month (576 h) residential retail sales training course and a complete list of an additional 721 applicants who had shown an explicit interest in the course and had flled the feld registration form but subsequently did not pursue the process and did  not participate in the course.,"In addition to the structured survey, the instrument contained a set of open-ended questions which asked participants why they enrolled and likewise asked non-par￾ticipants why they did not enroll.",,,True,181,181,182.0,,,16 June Surge,,Not blinded,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
28,agberotimi-2021.pdf,https://github.com/brachbach/host-files/raw/main/agberotimi-2021.pdf,https://www.ajol.info/index.php/rejhs/article/download/210152/198114,meaning-centred therapy (MCT),blinding_participants_explicit,"Not blinded: only treatment participants received the intervention, no placebo","Participants were randomly assigned into two groups – the experimental group which received 10-sessions of MCT, and the control group which did not receive any treatment in the study.",,,,,False,,,,,,16 June Surge,,Not blinded,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
81,dicko-2008.pdf,https://github.com/brachbach/host-files/raw/main/dicko-2008.pdf,https://malariajournal.biomedcentral.com/track/pdf/10.1186/1475-2875-7-123.pdf,intermittent preventive treatment with sulphadoxine-pyrimethamine,blinding_participants_explicit,Not blinded: open label,The study was an open randomized controlled clinical trial.,,,,,False,1,,,,,16 June Surge,,Not blinded,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
184,routledge-2006.pdf,https://github.com/brachbach/host-files/raw/main/routledge-2006.pdf,https://europepmc.org/articles/pmc1860755?pdf=render,"Sulphur dioxide exposure, carbon particle exposure",blinding_participants_explicit,"Blinded: double-blind, placebo-controlled","Placebo controlled, double blind, random order human challenge study examining the effects of carbon particles (50 mg/m3) and SO2 (200 parts per billion (ppb)) on heart rate variability (HRV) and circulating markers of inflammation and coagulation in healthy volunteers and patients with stable angina.",,,,,False,221,,,,,16 June Surge,,Blinded,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
63,cheng-2020.pdf,https://github.com/brachbach/host-files/raw/main/cheng-2020.pdf,https://insightsimaging.springeropen.com/track/pdf/10.1186/s13244-020-00932-0,AI-based medical image learning system,blinding_participants_explicit,"Not blinded: only treatment participants received the intervention, no placebo","They were divided into two groups: the AI-assisted learning (AIL) group and the conventional (CL) group. In the CL group, the students received a postlearning test composed of another 100 PXR images 2  weeks after the first test, and the performance was defined as the postlearning test score. In the AIL group, the students took one additional test composed of 100 AI-augmented PXRs with AI-introduced heatmap images (as shown in Fig.  1) 1  week after the prelearning test, and the performance was defned as the WithAI score. One week later, the AIL students took another test composed of 100 more PXR images without AI augmentation, and the performance was defined as the postlearning score. ",,,,,False,,,,,,16 June Surge,,Not blinded,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
70,deutschmann-2019.pdf,https://github.com/brachbach/host-files/raw/main/deutschmann-2019.pdf,https://conference.nber.org/conf_papers/f116692.pdf,1AF small farmer program,blinding_participants_explicit,Not blinded: participants were aware of the treatment versus compensation package,"Shortly after contract signing, 1AF informed farmers about the study, that their participation would be voluntary, and further provided them with informed consent documents. 1AF informed farmers that half of them would be randomly assigned to treatment, while the other half would receive an alternative compensation package (household goods and a discount for 1AF participation the following season amounting to roughly 20% of the typical program cost). Randomization was conducted by public lottery, and all farmers enrolled in the study also received 10,000 Ksh in funeral insurance coverage, regardless of treatment status.","The experiment was carried out in a cluster-randomized design in the Teso region of Kenya. As described above, farmers self-select into farmer groups of around 10-12 farmers. A cluster is then made up of 2-4 of these joint-liability farmer groups. Participants were recruited following standard 1AF protocol.",,,,False,,,,,,16 June Surge,,Not blinded,,,,,,,,,,ICE,,,,,iterate,,GiveWell,,,,,,,,,,,,,,,,,,
144,miguel-kremer-2004.pdf,https://github.com/brachbach/host-files/raw/main/miguel-kremer-2004.pdf,https://cega.berkeley.edu/assets/cega_research_projects/1/Identifying-Impacts-on-Education-and-Health-in-the-Presence-of-Treatment-Externalities.pdf,albendazole,blinding_participants_explicit,"Not blinded: only treatment participants received the intervention, no placebo","Following World Health Organization recommendations (WHO (1992)), schools with geohelminth prevalence over 50 percent were mass treated with albendazole every six months, and schools with schistosomiasis prevalence over 30 percent were mass treated with praziquantel annually.13 All treatment schools met the geohelminth cut-off in both 1998 and 1999. Six of twenty-five treatment schools met the schistosomiasis cut-off in 1998 and sixteen of fifty treatment schools met the cut-off in 1999.14 Medical treatment was delivered to the schools by Kenya Ministry of Health public health nurses and ICS public health officers. Following standard practice (Bundy and Guyatt (1996)), the medical protocol did not call for treating girls thirteen years of age and older due to concerns about the potential teratogenicity of the drugs (WHO (1992)).15","ICS obtained community consent in all treatment schools in 1998. A series of community and parent meetings were held in treatment schools, at which the project was described and parents who did not want their child to participate in the project were asked to inform the school headmaster.","Only five percent of comparison school pupils received medical treatment for worms independently of the program during the previous year, according to the 1999 pupil questionnaire.","Although pupils assigned to comparison schools could also potentially have transferred to treatment schools to receive deworming medical treatment through the program, there is no evidence of large asymmetric flows of pupils into treatment schools, which could bias the results (Table IV).",,False,,,,,,16 June Surge,,Not blinded,,,,,,,,,,ICE,,,,,iterate,,,,,,,,,,,,,,,,,,,,
